,Date&Time,sensorID,Type,Location,Event
28723,14/06/22 15:09:10,S-04,Sonar,desktop 4,NO
28724,14/06/22 15:09:10,S-07,Sonar,Desktop,NO
28725,14/06/22 15:09:11,S-05,Sonar,sada,NO
28726,14/06/22 15:09:11,S-08,Sonar,Desktop,YES
28727,14/06/22 15:09:12,S-09,Sonar,Desktop,NO
28728,14/06/22 15:09:14,S-10,Sonar,Desktop,YES
28729,14/06/22 15:09:15,V-01,Rpi Camera,Column,3
28730,14/06/22 15:09:23,S-01,Sonar,Desktop 1,NO
28731,14/06/22 15:09:23,V-01,Rpi Camera,Column,2
28732,14/06/22 15:09:24,S-02,Sonar,sada,NO
28733,14/06/22 15:09:25,S-03,Sonar,Desktop 3,NO
28734,14/06/22 15:09:26,S-04,Sonar,desktop 4,NO
28735,14/06/22 15:09:26,S-06,Sonar,Under the table,NO
28736,14/06/22 15:09:27,S-05,Sonar,sada,NO
28737,14/06/22 15:09:27,S-07,Sonar,Desktop,NO
28738,14/06/22 15:09:28,S-08,Sonar,Desktop,YES
28739,14/06/22 15:09:29,S-09,Sonar,Desktop,NO
28740,14/06/22 15:09:31,S-10,Sonar,Desktop,YES
28741,14/06/22 15:09:31,V-01,Rpi Camera,Column,2
28742,14/06/22 15:09:39,S-01,Sonar,Desktop 1,NO
28743,14/06/22 15:09:39,V-01,Rpi Camera,Column,1
28744,14/06/22 15:09:40,S-02,Sonar,sada,NO
28745,14/06/22 15:09:41,S-03,Sonar,Desktop 3,NO
28746,14/06/22 15:09:42,S-04,Sonar,desktop 4,NO
28747,14/06/22 15:09:43,S-05,Sonar,sada,NO
28748,14/06/22 15:09:43,S-06,Sonar,Under the table,NO
28749,14/06/22 15:09:44,S-07,Sonar,Desktop,YES
28750,14/06/22 15:09:45,S-08,Sonar,Desktop,YES
28751,14/06/22 15:09:46,S-09,Sonar,Desktop,YES
28752,14/06/22 15:09:47,V-01,Rpi Camera,Column,0
28753,14/06/22 15:09:48,S-10,Sonar,Desktop,YES
28754,14/06/22 15:09:55,S-01,Sonar,Desktop 1,NO
28755,14/06/22 15:09:55,V-01,Rpi Camera,Column,2
28756,14/06/22 15:09:56,S-02,Sonar,sada,NO
28757,14/06/22 15:09:57,S-03,Sonar,Desktop 3,NO
28758,14/06/22 15:09:58,S-04,Sonar,desktop 4,NO
28759,14/06/22 15:10:00,S-05,Sonar,sada,NO
28760,14/06/22 15:10:01,S-06,Sonar,Under the table,NO
28761,14/06/22 15:10:02,S-07,Sonar,Desktop,NO
28762,14/06/22 15:10:03,S-08,Sonar,Desktop,YES
28763,14/06/22 15:10:03,V-01,Rpi Camera,Column,2
28764,14/06/22 15:10:05,S-09,Sonar,Desktop,NO
28765,14/06/22 15:10:06,S-10,Sonar,Desktop,YES
28766,14/06/22 15:10:10,V-01,Rpi Camera,Column,0
28767,14/06/22 15:10:12,S-01,Sonar,Desktop 1,NO
28768,14/06/22 15:10:13,S-02,Sonar,sada,NO
28769,14/06/22 15:10:14,S-03,Sonar,Desktop 3,NO
28770,14/06/22 15:10:15,S-04,Sonar,desktop 4,NO
28771,14/06/22 15:10:16,S-05,Sonar,sada,NO
28772,14/06/22 15:10:18,S-06,Sonar,Under the table,NO
28773,14/06/22 15:10:19,S-07,Sonar,Desktop,NO
28774,14/06/22 15:10:19,V-01,Rpi Camera,Column,2
28775,14/06/22 15:10:21,S-08,Sonar,Desktop,YES
28776,14/06/22 15:10:22,D-01,OpenMV Camera,Desktop,in
28777,14/06/22 15:10:22,S-09,Sonar,Desktop,NO
28778,14/06/22 15:10:23,S-10,Sonar,Desktop,YES
28779,14/06/22 15:10:26,V-01,Rpi Camera,Column,3
28780,14/06/22 15:10:28,S-01,Sonar,Desktop 1,NO
28781,14/06/22 15:10:29,S-02,Sonar,sada,NO
28782,14/06/22 15:10:30,S-03,Sonar,Desktop 3,NO
28783,14/06/22 15:10:31,S-04,Sonar,desktop 4,NO
28784,14/06/22 15:10:32,S-05,Sonar,sada,NO
28785,14/06/22 15:10:34,V-01,Rpi Camera,Column,2
28786,14/06/22 15:10:35,S-06,Sonar,Under the table,NO
28787,14/06/22 15:10:36,D-01,OpenMV Camera,Desktop,in
28788,14/06/22 15:10:36,S-07,Sonar,Desktop,NO
28789,14/06/22 15:10:38,S-08,Sonar,Desktop,YES
28790,14/06/22 15:10:39,S-09,Sonar,Desktop,NO
28791,14/06/22 15:10:40,S-10,Sonar,Desktop,YES
28792,14/06/22 15:10:42,V-01,Rpi Camera,Column,4
28793,14/06/22 15:10:44,S-01,Sonar,Desktop 1,NO
28794,14/06/22 15:10:45,S-02,Sonar,sada,NO
28795,14/06/22 15:10:46,S-03,Sonar,Desktop 3,NO
28796,14/06/22 15:10:47,S-04,Sonar,desktop 4,NO
28797,14/06/22 15:10:48,S-05,Sonar,sada,NO
28798,14/06/22 15:10:50,V-01,Rpi Camera,Column,1
28799,14/06/22 15:10:52,D-01,OpenMV Camera,Desktop,out
28800,14/06/22 15:10:52,S-06,Sonar,Under the table,YES
28801,14/06/22 15:10:53,S-07,Sonar,Desktop,NO
28802,14/06/22 15:10:54,S-08,Sonar,Desktop,YES
28803,14/06/22 15:10:56,S-09,Sonar,Desktop,NO
28804,14/06/22 15:10:57,S-10,Sonar,Desktop,YES
28805,14/06/22 15:10:58,V-01,Rpi Camera,Column,2
28806,14/06/22 15:11:00,S-01,Sonar,Desktop 1,NO
28807,14/06/22 15:11:01,S-02,Sonar,sada,NO
28808,14/06/22 15:11:02,S-03,Sonar,Desktop 3,NO
28809,14/06/22 15:11:03,S-04,Sonar,desktop 4,NO
28810,14/06/22 15:11:04,S-05,Sonar,sada,NO
28811,14/06/22 15:11:06,V-01,Rpi Camera,Column,2
28812,14/06/22 15:11:09,S-06,Sonar,Under the table,NO
28813,14/06/22 15:11:10,S-07,Sonar,Desktop,NO
28814,14/06/22 15:11:11,S-08,Sonar,Desktop,YES
28815,14/06/22 15:11:14,V-01,Rpi Camera,Column,4
28816,14/06/22 15:11:16,S-01,Sonar,Desktop 1,NO
28817,14/06/22 15:11:17,S-02,Sonar,sada,NO
28818,14/06/22 15:11:22,D-01,OpenMV Camera,Desktop,in
28819,14/06/22 15:11:22,S-09,Sonar,Desktop,NO
28820,14/06/22 15:11:23,V-01,Rpi Camera,Column,2
28821,14/06/22 15:11:25,D-01,OpenMV Camera,Desktop,in
28822,14/06/22 15:11:25,S-10,Sonar,Desktop,YES
28823,14/06/22 15:11:28,S-03,Sonar,Desktop 3,NO
28824,14/06/22 15:11:30,S-04,Sonar,desktop 4,NO
28825,14/06/22 15:11:31,S-05,Sonar,sada,NO
28826,14/06/22 15:11:31,V-01,Rpi Camera,Column,3
28827,14/06/22 15:11:36,S-06,Sonar,Under the table,NO
28828,14/06/22 15:11:38,D-01,OpenMV Camera,Desktop,out
28829,14/06/22 15:11:38,S-07,Sonar,Desktop,YES
28830,14/06/22 15:11:39,S-08,Sonar,Desktop,YES
28831,14/06/22 15:11:39,V-01,Rpi Camera,Column,2
28832,14/06/22 15:11:40,S-09,Sonar,Desktop,NO
28833,14/06/22 15:11:41,S-10,Sonar,Desktop,YES
28834,14/06/22 15:11:43,S-01,Sonar,Desktop 1,NO
28835,14/06/22 15:11:44,D-01,OpenMV Camera,Desktop,in
28836,14/06/22 15:11:44,S-02,Sonar,sada,NO
28837,14/06/22 15:11:45,S-03,Sonar,Desktop 3,NO
28838,14/06/22 15:11:46,S-04,Sonar,desktop 4,NO
28839,14/06/22 15:11:47,S-05,Sonar,sada,NO
28840,14/06/22 15:11:47,V-01,Rpi Camera,Column,2
28841,14/06/22 15:11:53,S-06,Sonar,Under the table,NO
28842,14/06/22 15:11:54,S-07,Sonar,Desktop,NO
28843,14/06/22 15:11:55,V-01,Rpi Camera,Column,3
28844,14/06/22 15:11:56,S-08,Sonar,Desktop,YES
28845,14/06/22 15:11:57,S-09,Sonar,Desktop,NO
28846,14/06/22 15:11:58,S-10,Sonar,Desktop,YES
28847,14/06/22 15:11:59,S-01,Sonar,Desktop 1,NO
28848,14/06/22 15:12:00,S-02,Sonar,sada,NO
28849,14/06/22 15:12:01,S-03,Sonar,Desktop 3,NO
28850,14/06/22 15:12:02,S-04,Sonar,desktop 4,NO
28851,14/06/22 15:12:03,S-05,Sonar,sada,NO
28852,14/06/22 15:12:03,V-01,Rpi Camera,Column,3
28853,14/06/22 15:12:10,S-06,Sonar,Under the table,NO
28854,14/06/22 15:12:11,S-07,Sonar,Desktop,YES
28855,14/06/22 15:12:11,V-01,Rpi Camera,Column,4
28856,14/06/22 15:12:12,S-08,Sonar,Desktop,YES
28857,14/06/22 15:12:13,S-09,Sonar,Desktop,NO
28858,14/06/22 15:12:14,S-10,Sonar,Desktop,YES
28859,14/06/22 15:12:15,S-01,Sonar,Desktop 1,NO
28860,14/06/22 15:12:16,S-02,Sonar,sada,NO
28861,14/06/22 15:12:17,S-03,Sonar,Desktop 3,NO
28862,14/06/22 15:12:18,S-04,Sonar,desktop 4,NO
28863,14/06/22 15:12:19,S-05,Sonar,sada,NO
28864,14/06/22 15:12:19,V-01,Rpi Camera,Column,3
28865,14/06/22 15:12:26,D-01,OpenMV Camera,Desktop,out
28866,14/06/22 15:12:26,S-06,Sonar,Under the table,NO
28867,14/06/22 15:12:27,S-07,Sonar,Desktop,YES
28868,14/06/22 15:12:27,V-01,Rpi Camera,Column,5
28869,14/06/22 15:12:28,S-08,Sonar,Desktop,YES
28870,14/06/22 15:12:29,D-01,OpenMV Camera,Desktop,out
28871,14/06/22 15:12:30,S-09,Sonar,Desktop,NO
28872,14/06/22 15:12:31,S-01,Sonar,Desktop 1,NO
28873,14/06/22 15:12:31,S-10,Sonar,Desktop,YES
28874,14/06/22 15:12:32,S-02,Sonar,sada,NO
28875,14/06/22 15:12:33,S-03,Sonar,Desktop 3,NO
28876,14/06/22 15:12:34,S-04,Sonar,desktop 4,NO
28877,14/06/22 15:12:35,V-01,Rpi Camera,Column,4
28878,14/06/22 15:12:36,S-05,Sonar,sada,NO
28879,14/06/22 15:12:43,S-06,Sonar,Under the table,NO
28880,14/06/22 15:12:43,V-01,Rpi Camera,Column,2
28881,14/06/22 15:12:44,S-07,Sonar,Desktop,YES
28882,14/06/22 15:12:45,S-08,Sonar,Desktop,NO
28883,14/06/22 15:12:47,S-01,Sonar,Desktop 1,NO
28884,14/06/22 15:12:47,S-09,Sonar,Desktop,NO
28885,14/06/22 15:12:48,S-02,Sonar,sada,NO
28886,14/06/22 15:12:50,S-03,Sonar,Desktop 3,NO
28887,14/06/22 15:12:50,S-10,Sonar,Desktop,YES
28888,14/06/22 15:12:51,V-01,Rpi Camera,Column,3
28889,14/06/22 15:12:52,S-04,Sonar,desktop 4,NO
28890,14/06/22 15:12:53,S-05,Sonar,sada,NO
28891,14/06/22 15:12:59,V-01,Rpi Camera,Column,3
28892,14/06/22 15:13:02,S-06,Sonar,Under the table,NO
28893,14/06/22 15:13:03,S-07,Sonar,Desktop,NO
28894,14/06/22 15:13:04,S-01,Sonar,Desktop 1,NO
28895,14/06/22 15:13:05,S-02,Sonar,sada,NO
28896,14/06/22 15:13:05,S-08,Sonar,Desktop,YES
28897,14/06/22 15:13:06,S-03,Sonar,Desktop 3,NO
28898,14/06/22 15:13:06,S-09,Sonar,Desktop,NO
28899,14/06/22 15:13:07,S-10,Sonar,Desktop,YES
28900,14/06/22 15:13:07,V-01,Rpi Camera,Column,4
28901,14/06/22 15:13:08,S-04,Sonar,desktop 4,NO
28902,14/06/22 15:13:09,S-05,Sonar,sada,NO
28903,14/06/22 15:13:11,D-01,OpenMV Camera,Desktop,in
28904,14/06/22 15:13:14,V-01,Rpi Camera,Column,5
28905,14/06/22 15:13:19,S-06,Sonar,Under the table,NO
28906,14/06/22 15:13:20,S-07,Sonar,Desktop,NO
28907,14/06/22 15:13:21,S-01,Sonar,Desktop 1,NO
28908,14/06/22 15:13:21,S-08,Sonar,Desktop,YES
28909,14/06/22 15:13:22,S-02,Sonar,sada,NO
28910,14/06/22 15:13:23,S-03,Sonar,Desktop 3,NO
28911,14/06/22 15:13:23,S-09,Sonar,Desktop,NO
28912,14/06/22 15:13:23,V-01,Rpi Camera,Column,3
28913,14/06/22 15:13:24,S-04,Sonar,desktop 4,NO
28914,14/06/22 15:13:24,S-10,Sonar,Desktop,YES
28915,14/06/22 15:13:25,S-05,Sonar,sada,NO
28916,14/06/22 15:13:29,D-01,OpenMV Camera,Desktop,out
28917,14/06/22 15:13:31,V-01,Rpi Camera,Column,4
28918,14/06/22 15:13:36,S-06,Sonar,Under the table,NO
28919,14/06/22 15:13:37,S-01,Sonar,Desktop 1,NO
28920,14/06/22 15:13:37,S-07,Sonar,Desktop,NO
28921,14/06/22 15:13:38,S-02,Sonar,sada,NO
28922,14/06/22 15:13:38,V-01,Rpi Camera,Column,3
28923,14/06/22 15:13:39,S-03,Sonar,Desktop 3,NO
28924,14/06/22 15:13:39,S-08,Sonar,Desktop,YES
28925,14/06/22 15:13:40,S-09,Sonar,Desktop,NO
28926,14/06/22 15:13:41,S-04,Sonar,desktop 4,NO
28927,14/06/22 15:13:41,S-10,Sonar,Desktop,YES
28928,14/06/22 15:13:42,S-05,Sonar,sada,NO
28929,14/06/22 15:13:47,V-01,Rpi Camera,Column,4
28930,14/06/22 15:13:53,S-01,Sonar,Desktop 1,NO
28931,14/06/22 15:13:53,S-06,Sonar,Under the table,NO
28932,14/06/22 15:13:54,S-02,Sonar,sada,NO
28933,14/06/22 15:13:54,S-07,Sonar,Desktop,YES
28934,14/06/22 15:13:55,S-03,Sonar,Desktop 3,NO
28935,14/06/22 15:13:55,S-08,Sonar,Desktop,NO
28936,14/06/22 15:13:56,V-01,Rpi Camera,Column,4
28937,14/06/22 15:13:57,S-04,Sonar,desktop 4,NO
28938,14/06/22 15:13:57,S-09,Sonar,Desktop,NO
28939,14/06/22 15:13:58,S-05,Sonar,sada,NO
28940,14/06/22 15:13:58,S-10,Sonar,Desktop,YES
28941,14/06/22 15:14:03,V-01,Rpi Camera,Column,5
28942,14/06/22 15:14:09,S-01,Sonar,Desktop 1,NO
28943,14/06/22 15:14:10,S-06,Sonar,Under the table,NO
28944,14/06/22 15:14:11,S-02,Sonar,sada,NO
28945,14/06/22 15:14:11,S-07,Sonar,Desktop,NO
28946,14/06/22 15:14:11,V-01,Rpi Camera,Column,5
28947,14/06/22 15:14:13,S-03,Sonar,Desktop 3,NO
28948,14/06/22 15:14:13,S-08,Sonar,Desktop,YES
28949,14/06/22 15:14:14,S-04,Sonar,desktop 4,NO
28950,14/06/22 15:14:14,S-09,Sonar,Desktop,NO
28951,14/06/22 15:14:15,S-05,Sonar,sada,NO
28952,14/06/22 15:14:16,S-10,Sonar,Desktop,YES
28953,14/06/22 15:14:19,V-01,Rpi Camera,Column,3
28954,14/06/22 15:14:26,S-01,Sonar,Desktop 1,NO
28955,14/06/22 15:14:27,S-02,Sonar,sada,YES
28956,14/06/22 15:14:27,S-06,Sonar,Under the table,NO
28957,14/06/22 15:14:27,V-01,Rpi Camera,Column,4
28958,14/06/22 15:14:29,S-03,Sonar,Desktop 3,NO
28959,14/06/22 15:14:29,S-07,Sonar,Desktop,YES
28960,14/06/22 15:14:30,S-04,Sonar,desktop 4,NO
28961,14/06/22 15:14:30,S-08,Sonar,Desktop,YES
28962,14/06/22 15:14:31,S-05,Sonar,sada,NO
28963,14/06/22 15:14:31,S-09,Sonar,Desktop,NO
28964,14/06/22 15:14:32,S-10,Sonar,Desktop,YES
28965,14/06/22 15:14:35,V-01,Rpi Camera,Column,3
28966,14/06/22 15:14:42,S-01,Sonar,Desktop 1,NO
28967,14/06/22 15:14:43,S-02,Sonar,sada,YES
28968,14/06/22 15:14:43,V-01,Rpi Camera,Column,4
28969,14/06/22 15:14:44,S-06,Sonar,Under the table,NO
28970,14/06/22 15:14:45,S-03,Sonar,Desktop 3,NO
28971,14/06/22 15:14:45,S-07,Sonar,Desktop,YES
28972,14/06/22 15:14:46,S-04,Sonar,desktop 4,NO
28973,14/06/22 15:14:46,S-08,Sonar,Desktop,YES
28974,14/06/22 15:14:47,S-05,Sonar,sada,NO
28975,14/06/22 15:14:48,S-09,Sonar,Desktop,NO
28976,14/06/22 15:14:49,S-10,Sonar,Desktop,YES
28977,14/06/22 15:14:51,V-01,Rpi Camera,Column,2
28978,14/06/22 15:14:58,S-01,Sonar,Desktop 1,NO
28979,14/06/22 15:14:58,V-01,Rpi Camera,Column,2
28980,14/06/22 15:14:59,S-02,Sonar,sada,YES
28981,14/06/22 15:15:01,D-01,OpenMV Camera,Desktop,in
28982,14/06/22 15:15:01,S-03,Sonar,Desktop 3,NO
28983,14/06/22 15:15:01,S-06,Sonar,Under the table,NO
28984,14/06/22 15:15:02,S-04,Sonar,desktop 4,NO
28985,14/06/22 15:15:02,S-07,Sonar,Desktop,YES
28986,14/06/22 15:15:03,S-05,Sonar,sada,NO
28987,14/06/22 15:15:04,S-08,Sonar,Desktop,YES
28988,14/06/22 15:15:05,S-09,Sonar,Desktop,NO
28989,14/06/22 15:15:06,S-10,Sonar,Desktop,YES
28990,14/06/22 15:15:06,V-01,Rpi Camera,Column,2
28991,14/06/22 15:15:14,S-01,Sonar,Desktop 1,NO
28992,14/06/22 15:15:14,V-01,Rpi Camera,Column,2
28993,14/06/22 15:15:16,S-02,Sonar,sada,YES
28994,14/06/22 15:15:17,S-03,Sonar,Desktop 3,NO
28995,14/06/22 15:15:18,S-04,Sonar,desktop 4,NO
28996,14/06/22 15:15:18,S-06,Sonar,Under the table,NO
28997,14/06/22 15:15:19,S-05,Sonar,sada,NO
28998,14/06/22 15:15:19,S-07,Sonar,Desktop,YES
28999,14/06/22 15:15:20,S-08,Sonar,Desktop,YES
29000,14/06/22 15:15:22,S-09,Sonar,Desktop,NO
29001,14/06/22 15:15:22,V-01,Rpi Camera,Column,5
29002,14/06/22 15:15:23,S-10,Sonar,Desktop,YES
29003,14/06/22 15:15:29,V-01,Rpi Camera,Column,3
29004,14/06/22 15:15:32,S-01,Sonar,Desktop 1,NO
29005,14/06/22 15:15:33,S-02,Sonar,sada,YES
29006,14/06/22 15:15:34,S-03,Sonar,Desktop 3,NO
29007,14/06/22 15:15:34,S-06,Sonar,Under the table,NO
29008,14/06/22 15:15:35,S-04,Sonar,desktop 4,NO
29009,14/06/22 15:15:36,S-05,Sonar,sada,NO
29010,14/06/22 15:15:36,S-07,Sonar,Desktop,YES
29011,14/06/22 15:15:37,S-08,Sonar,Desktop,YES
29012,14/06/22 15:15:37,V-01,Rpi Camera,Column,4
29013,14/06/22 15:15:39,S-09,Sonar,Desktop,YES
29014,14/06/22 15:15:40,S-10,Sonar,Desktop,YES
29015,14/06/22 15:15:45,V-01,Rpi Camera,Column,3
29016,14/06/22 15:15:47,S-01,Sonar,Desktop 1,NO
29017,14/06/22 15:15:49,S-02,Sonar,sada,YES
29018,14/06/22 15:15:50,S-03,Sonar,Desktop 3,NO
29019,14/06/22 15:15:50,S-04,Sonar,desktop 4,NO
29020,14/06/22 15:15:52,S-05,Sonar,sada,NO
29021,14/06/22 15:15:52,S-06,Sonar,Under the table,NO
29022,14/06/22 15:15:53,V-01,Rpi Camera,Column,5
29023,14/06/22 15:15:54,S-07,Sonar,Desktop,YES
29024,14/06/22 15:15:55,S-08,Sonar,Desktop,YES
29025,14/06/22 15:15:56,S-09,Sonar,Desktop,NO
29026,14/06/22 15:15:57,S-10,Sonar,Desktop,YES
29027,14/06/22 15:16:01,V-01,Rpi Camera,Column,3
29028,14/06/22 15:16:03,D-01,OpenMV Camera,Desktop,in
29029,14/06/22 15:16:03,S-01,Sonar,Desktop 1,NO
29030,14/06/22 15:16:04,S-02,Sonar,sada,YES
29031,14/06/22 15:16:06,S-03,Sonar,Desktop 3,NO
29032,14/06/22 15:16:07,S-04,Sonar,desktop 4,NO
29033,14/06/22 15:16:08,S-05,Sonar,sada,NO
29034,14/06/22 15:16:09,S-06,Sonar,Under the table,NO
29035,14/06/22 15:16:09,V-01,Rpi Camera,Column,4
29036,14/06/22 15:16:10,S-07,Sonar,Desktop,YES
29037,14/06/22 15:16:11,S-08,Sonar,Desktop,NO
29038,14/06/22 15:16:12,S-09,Sonar,Desktop,NO
29039,14/06/22 15:16:14,S-10,Sonar,Desktop,YES
29040,14/06/22 15:16:16,V-01,Rpi Camera,Column,4
29041,14/06/22 15:16:19,S-01,Sonar,Desktop 1,NO
29042,14/06/22 15:16:20,S-02,Sonar,sada,YES
29043,14/06/22 15:16:22,S-03,Sonar,Desktop 3,NO
29044,14/06/22 15:16:23,S-04,Sonar,desktop 4,NO
29045,14/06/22 15:16:24,S-05,Sonar,sada,NO
29046,14/06/22 15:16:24,V-01,Rpi Camera,Column,5
29047,14/06/22 15:16:26,S-06,Sonar,Under the table,NO
29048,14/06/22 15:16:27,S-07,Sonar,Desktop,YES
29049,14/06/22 15:16:29,S-08,Sonar,Desktop,YES
29050,14/06/22 15:16:30,S-09,Sonar,Desktop,NO
29051,14/06/22 15:16:31,S-10,Sonar,Desktop,YES
29052,14/06/22 15:16:32,V-01,Rpi Camera,Column,4
29053,14/06/22 15:16:33,D-01,OpenMV Camera,Desktop,in
29054,14/06/22 15:16:35,S-01,Sonar,Desktop 1,NO
29055,14/06/22 15:16:36,S-02,Sonar,sada,YES
29056,14/06/22 15:16:38,S-03,Sonar,Desktop 3,NO
29057,14/06/22 15:16:40,V-01,Rpi Camera,Column,4
29058,14/06/22 15:16:43,S-06,Sonar,Under the table,NO
29059,14/06/22 15:16:44,S-07,Sonar,Desktop,YES
29060,14/06/22 15:16:45,S-08,Sonar,Desktop,YES
29061,14/06/22 15:16:46,S-09,Sonar,Desktop,YES
29062,14/06/22 15:16:47,S-10,Sonar,Desktop,YES
29063,14/06/22 15:16:48,S-04,Sonar,desktop 4,NO
29064,14/06/22 15:16:48,V-01,Rpi Camera,Column,4
29065,14/06/22 15:16:51,S-05,Sonar,sada,NO
29066,14/06/22 15:16:56,V-01,Rpi Camera,Column,5
29067,14/06/22 15:17:02,S-01,Sonar,Desktop 1,NO
29068,14/06/22 15:17:04,S-02,Sonar,sada,NO
29069,14/06/22 15:17:04,V-01,Rpi Camera,Column,4
29070,14/06/22 15:17:05,S-03,Sonar,Desktop 3,NO
29071,14/06/22 15:17:06,S-04,Sonar,desktop 4,NO
29072,14/06/22 15:17:07,S-05,Sonar,sada,NO
29073,14/06/22 15:17:10,S-06,Sonar,Under the table,NO
29074,14/06/22 15:17:11,S-07,Sonar,Desktop,YES
29075,14/06/22 15:17:11,V-01,Rpi Camera,Column,3
29076,14/06/22 15:17:12,S-08,Sonar,Desktop,YES
29077,14/06/22 15:17:14,S-09,Sonar,Desktop,NO
29078,14/06/22 15:17:15,S-10,Sonar,Desktop,YES
29079,14/06/22 15:17:19,S-01,Sonar,Desktop 1,NO
29080,14/06/22 15:17:19,V-01,Rpi Camera,Column,3
29081,14/06/22 15:17:20,S-02,Sonar,sada,YES
29082,14/06/22 15:17:21,S-03,Sonar,Desktop 3,NO
29083,14/06/22 15:17:23,S-04,Sonar,desktop 4,NO
29084,14/06/22 15:17:24,S-05,Sonar,sada,NO
29085,14/06/22 15:17:27,S-06,Sonar,Under the table,NO
29086,14/06/22 15:17:27,V-01,Rpi Camera,Column,5
29087,14/06/22 15:17:28,S-07,Sonar,Desktop,YES
29088,14/06/22 15:17:29,S-08,Sonar,Desktop,YES
29089,14/06/22 15:17:30,S-09,Sonar,Desktop,NO
29090,14/06/22 15:17:32,S-10,Sonar,Desktop,YES
29091,14/06/22 15:17:35,S-01,Sonar,Desktop 1,NO
29092,14/06/22 15:17:36,S-02,Sonar,sada,NO
29093,14/06/22 15:17:36,V-01,Rpi Camera,Column,4
29094,14/06/22 15:17:38,S-03,Sonar,Desktop 3,NO
29095,14/06/22 15:17:39,S-04,Sonar,desktop 4,NO
29096,14/06/22 15:17:40,S-05,Sonar,sada,NO
29097,14/06/22 15:17:44,S-06,Sonar,Under the table,YES
29098,14/06/22 15:17:44,V-01,Rpi Camera,Column,4
29099,14/06/22 15:17:45,S-07,Sonar,Desktop,YES
29100,14/06/22 15:17:46,S-08,Sonar,Desktop,NO
29101,14/06/22 15:17:48,S-09,Sonar,Desktop,NO
29102,14/06/22 15:17:49,S-10,Sonar,Desktop,YES
29103,14/06/22 15:17:50,D-01,OpenMV Camera,Desktop,in
29104,14/06/22 15:17:52,S-01,Sonar,Desktop 1,NO
29105,14/06/22 15:17:52,V-01,Rpi Camera,Column,5
29106,14/06/22 15:17:53,D-01,OpenMV Camera,Desktop,in
29107,14/06/22 15:17:53,S-02,Sonar,sada,NO
29108,14/06/22 15:17:54,S-03,Sonar,Desktop 3,NO
29109,14/06/22 15:17:55,S-04,Sonar,desktop 4,NO
29110,14/06/22 15:17:56,S-05,Sonar,sada,NO
29111,14/06/22 15:17:58,D-01,OpenMV Camera,Desktop,out
29112,14/06/22 15:18:00,V-01,Rpi Camera,Column,4
29113,14/06/22 15:18:01,S-06,Sonar,Under the table,NO
29114,14/06/22 15:18:02,S-07,Sonar,Desktop,YES
29115,14/06/22 15:18:04,S-08,Sonar,Desktop,NO
29116,14/06/22 15:18:05,S-09,Sonar,Desktop,NO
29117,14/06/22 15:18:06,S-10,Sonar,Desktop,YES
29118,14/06/22 15:18:08,S-01,Sonar,Desktop 1,NO
29119,14/06/22 15:18:08,V-01,Rpi Camera,Column,4
29120,14/06/22 15:18:09,S-02,Sonar,sada,NO
29121,14/06/22 15:18:10,S-03,Sonar,Desktop 3,NO
29122,14/06/22 15:18:13,S-04,Sonar,desktop 4,NO
29123,14/06/22 15:18:14,S-05,Sonar,sada,NO
29124,14/06/22 15:18:16,V-01,Rpi Camera,Column,4
29125,14/06/22 15:18:18,S-06,Sonar,Under the table,NO
29126,14/06/22 15:18:19,S-07,Sonar,Desktop,YES
29127,14/06/22 15:18:21,S-08,Sonar,Desktop,NO
29128,14/06/22 15:18:24,V-01,Rpi Camera,Column,5
29129,14/06/22 15:18:26,S-01,Sonar,Desktop 1,NO
29130,14/06/22 15:18:27,S-02,Sonar,sada,NO
29131,14/06/22 15:18:28,S-03,Sonar,Desktop 3,NO
29132,14/06/22 15:18:29,S-04,Sonar,desktop 4,NO
29133,14/06/22 15:18:30,S-05,Sonar,sada,NO
29134,14/06/22 15:18:32,S-09,Sonar,Desktop,NO
29135,14/06/22 15:18:32,V-01,Rpi Camera,Column,5
29136,14/06/22 15:18:34,S-10,Sonar,Desktop,YES
29137,14/06/22 15:18:40,V-01,Rpi Camera,Column,5
29138,14/06/22 15:18:42,S-01,Sonar,Desktop 1,NO
29139,14/06/22 15:18:43,S-02,Sonar,sada,NO
29140,14/06/22 15:18:44,S-03,Sonar,Desktop 3,NO
29141,14/06/22 15:18:45,S-04,Sonar,desktop 4,NO
29142,14/06/22 15:18:45,S-06,Sonar,Under the table,NO
29143,14/06/22 15:18:46,S-05,Sonar,sada,NO
29144,14/06/22 15:18:47,S-07,Sonar,Desktop,YES
29145,14/06/22 15:18:48,S-08,Sonar,Desktop,NO
29146,14/06/22 15:18:48,V-01,Rpi Camera,Column,4
29147,14/06/22 15:18:49,S-09,Sonar,Desktop,NO
29148,14/06/22 15:18:50,S-10,Sonar,Desktop,YES
29149,14/06/22 15:18:56,V-01,Rpi Camera,Column,4
29150,14/06/22 15:18:58,S-01,Sonar,Desktop 1,NO
29151,14/06/22 15:18:59,S-02,Sonar,sada,NO
29152,14/06/22 15:19:01,S-03,Sonar,Desktop 3,NO
29153,14/06/22 15:19:02,S-04,Sonar,desktop 4,NO
29154,14/06/22 15:19:02,S-06,Sonar,Under the table,NO
29155,14/06/22 15:19:03,S-05,Sonar,sada,NO
29156,14/06/22 15:19:03,S-07,Sonar,Desktop,YES
